movieId	summary
30898	When her husband unexpectedly disappears, a sharp-witted suburban wife and her daughters juggle their mom's romantic dilemmas and family dynamics.
30994	Sorrowful Jones is a cheap bookie in 1930's. When a gambler leaves his daughter as a marker for a bet, he gets stuck with her. His life will change a great deal with her arrival and his sudden love for a woman also involved in gambling operations.
31000	After selling the rights of his book to a movie production company, a writer finds himself fighting the many egos and varying views around him.
31030	The ups and downs of a Norwegian immigrant family, circa 1910.
31038	A free-spirited 15-year-old girl flirts with a dangerous stranger in the Northern California suburbs and must prepare herself for the frightening and traumatic consequences.
31049	Sunny is married to the butcher Ernie; their marriage is about to end as both of them have affairs. Thus Sunny hires Lester Atlas as private investigator in order to collect proofs for the divorce. One evening drunken Ernie and his partner Dave have a fight in the butchery with the result of Ernie getting knocked out in the fridge where he dies during the night. But it was not Dave's fault but intentional murder by Sunny. Only Lester has proofs so Sunny kills him, too. Thus she only has to kill Dave to get rid of all witnesses, but he can free himself out of the fridge and wants to take revenge...
31083	A sleazy but affable guard dog trainer is blackmailed to steal a manuscript for a tell-all book from one of his clients.
31086	During the violent chaos of post-War Japanese black market, a young gangster called Shozo Hirono has to keep up with the rapid shifts of power between unscrupulous bosses.
31101	The life and career of Andre Stander, a South African police officer turned bank robber.
31114	The Travis family façade is destroyed by an event incomprehensible to them -- an event which will open locked doors and finally reveal the secrets that have haunted them for decades.
31116	A marksman is drafted in World War I and ends up becoming one of the most celebrated war heroes.
31123	One prisoner tell to another that he hid a very large amount of money before the arrest. Together they manage to escape, but this is where their adventures are just beginning.
31150	On a post-apocalyptic Earth, a wizard and his faire folk comrades fight an evil wizard who's using technology in his bid for conquest.
31162	The feature adaptation of Roger Lewis' book about the actor best remembered as Inspector Clouseau in the Pink Panther movies.
31184	In a utopian society created at the end of the third world war, a female warrior who has been plucked from the badlands begins to see cracks in this new facade. And what does this community have planned for the rest of humankind?
31193	A collection of animated shorts based on the stories and characters by A. A. Milne.
31221	Elektra the warrior survives a near-death experience, becomes an assassin-for-hire, and tries to protect her two latest targets, a single father and his young daughter, from a group of supernatural assassins.
31223	An abandoned zebra grows up believing he is a racehorse, and, with the help of his barnyard friends and a teenage girl, sets out to achieve his dream of racing with thoroughbreds.
31225	Controversy surrounds high school basketball coach Ken Carter after he benches his entire team for breaking their academic contract with him.
31260	When a death row prisoner tells him he wouldn't have led a life of crime if only he had had one friend as a child, Father Edward Flanagan decides to do something about. An advocate of child rights and an opponent of the severe approach to juvenile delinquency at the time, Flanagan genuinely believed that there is no such thing as a bad boy. Starting with just a few boys in a rented house, Father Flanagan eventually establishes Boys Town on 200 acres of land 10 miles outside of Omaha, Nebraska. Much of the film focuses on Flanagan's attempts to influence one boy, Whitey Marsh, who will become a hoodlum if he doesn't change his ways. When Whitey is implicated in a bank robbery, it puts all of Boys Town at risk. Throughout it all Flanagan has to fight prejudice in those who believe delinquents should just be locked up and the never ending shortage of money to accomplish his goals.
